payment_id,order_id,payment_date,payment_method,payment_status,amount_paid_gbp,refund_amount_gbp
2844,2844,2025-10-06 19:00:00,Apple Pay,Paid,205.96,0.0
2845,2845,2025-06-25 00:00:00,Card,Paid,206.45,0.0
2846,2846,2024-01-04 01:00:00,Card,Paid,399.31,0.0
2847,2847,2025-10-19 18:00:00,Buy Now Pay Later,Paid,929.4,0.0
2848,2848,2024-11-27 08:00:00,Card,Paid,442.37,0.0
2849,2849,2024-06-04 02:00:00,Apple Pay,Paid,126.11,0.0
2850,2850,2025-12-09 16:00:00,Buy Now Pay Later,Paid,66.47,0.0
2851,2851,2024-10-06 04:00:00,Buy Now Pay Later,Paid,186.56,0.0
2852,2852,2024-11-02 08:00:00,Buy Now Pay Later,Paid,277.2,0.0
2853,2853,2025-02-04 06:00:00,Apple Pay,Paid,429.45,0.0
2854,2854,2025-11-08 21:00:00,Apple Pay,Paid,40.36,0.0
2855,2855,2025-09-10 23:00:00,Apple Pay,Paid,664.09,0.0
2856,2856,2025-10-10 17:00:00,Card,Paid,200.56,0.0
2857,2857,2024-07-13 15:00:00,Card,Paid,380.73,0.0
2858,2858,2024-03-22 07:00:00,Apple Pay,Paid,88.58,0.0
2859,2859,2025-03-31 01:00:00,Card,Paid,338.1,0.0
2860,2860,2025-04-30 16:00:00,Buy Now Pay Later,Paid,72.9,0.0
2861,2861,2025-09-28 03:00:00,Apple Pay,Paid,253.15,0.0
2862,2862,2025-02-16 22:00:00,PayPal,Refunded,221.78,221.78
2863,2863,2025-08-15 16:00:00,PayPal,Paid,224.33,0.0
2864,2864,2024-11-16 22:00:00,Google Pay,Paid,102.0,0.0
2865,2865,2025-08-17 17:00:00,PayPal,Paid,232.43,0.0
2866,2866,2024-07-13 12:00:00,PayPal,Paid,27.52,0.0
2867,2867,2025-12-17 10:00:00,Buy Now Pay Later,Refunded,307.81,307.81
2868,2868,2025-07-09 02:00:00,Apple Pay,Paid,753.41,0.0
2869,2869,2024-02-02 00:00:00,Buy Now Pay Later,Paid,89.64,0.0
2870,2870,2024-12-30 08:00:00,Google Pay,Paid,18.9,0.0
2871,2871,2025-12-19 12:00:00,Buy Now Pay Later,Paid,104.13,0.0
2872,2872,2024-09-22 14:00:00,PayPal,Paid,93.64,0.0
2873,2873,2024-11-12 10:00:00,PayPal,Paid,172.42,0.0
2874,2874,2024-11-10 09:00:00,Buy Now Pay Later,Paid,252.25,0.0
2875,2875,2024-03-07 22:00:00,PayPal,Paid,91.96,0.0
2876,2876,2025-02-11 00:00:00,Card,Paid,160.27,0.0
2877,2877,2024-05-26 12:00:00,Card,Paid,154.93,0.0
2878,2878,2025-01-07 18:00:00,Buy Now Pay Later,Paid,189.46,0.0
2879,2879,2025-11-20 13:00:00,Card,Paid,129.98,0.0
2880,2880,2025-02-27 10:00:00,Google Pay,Paid,409.8,0.0
2881,2881,2024-05-09 11:00:00,PayPal,Refunded,335.97,335.97
2882,2882,2025-01-02 03:00:00,Google Pay,Refunded,61.57,61.57
2883,2883,2024-08-04 04:00:00,PayPal,Refunded,154.51,154.51
2884,2884,2025-07-14 19:00:00,PayPal,Paid,263.35,0.0
2885,2885,2025-04-05 03:00:00,Apple Pay,Paid,259.41,0.0
2886,2886,2024-05-04 13:00:00,Buy Now Pay Later,Paid,69.91,0.0
2887,2887,2025-09-10 14:00:00,PayPal,Paid,29.62,0.0
2888,2888,2025-06-11 18:00:00,Card,Paid,138.36,0.0
2889,2889,2025-08-30 06:00:00,PayPal,Paid,294.11,0.0
2890,2890,2024-01-19 02:00:00,Google Pay,Paid,487.74,0.0
2891,2891,2024-07-12 07:00:00,Card,Failed,0.0,0.0
2892,2892,2024-11-26 06:00:00,Apple Pay,Paid,34.4,0.0
2893,2893,2025-09-28 04:00:00,Google Pay,Paid,13.74,0.0
2894,2894,2024-12-03 18:00:00,PayPal,Paid,216.56,0.0
2895,2895,2024-08-20 08:00:00,Apple Pay,Paid,254.21,0.0
2896,2896,2024-09-26 10:00:00,Apple Pay,Paid,339.44,0.0
2897,2897,2025-11-03 11:00:00,Card,Paid,263.51,0.0
2898,2898,2025-01-03 15:00:00,Buy Now Pay Later,Paid,53.08,0.0
2899,2899,2024-06-12 03:00:00,Apple Pay,Paid,161.92,0.0
2900,2900,2025-09-05 20:00:00,Card,Paid,195.94,0.0
2901,2901,2025-02-06 01:00:00,Apple Pay,Paid,281.31,0.0
2902,2902,2024-06-06 20:00:00,Buy Now Pay Later,Paid,117.8,0.0
2903,2903,2025-09-14 12:00:00,PayPal,Paid,253.9,0.0
2904,2904,2024-06-04 01:00:00,Buy Now Pay Later,Paid,67.14,0.0
2905,2905,2024-02-12 10:00:00,Apple Pay,Paid,50.92,0.0
2906,2906,2025-10-23 13:00:00,PayPal,Paid,128.58,0.0
2907,2907,2025-07-16 14:00:00,Apple Pay,Paid,174.76,0.0
2908,2908,2025-12-16 18:00:00,Buy Now Pay Later,Paid,114.42,0.0
2909,2909,2024-01-08 13:00:00,PayPal,Paid,51.59,0.0
2910,2910,2025-07-29 12:00:00,Apple Pay,Paid,404.03,0.0
2911,2911,2024-04-23 01:00:00,Card,Paid,64.06,0.0
2912,2912,2024-04-05 17:00:00,Card,Paid,293.94,0.0
2913,2913,2024-01-22 09:00:00,Buy Now Pay Later,Paid,15.12,0.0
2914,2914,2025-07-30 04:00:00,Buy Now Pay Later,Paid,131.95,0.0
2915,2915,2025-10-18 03:00:00,PayPal,Paid,102.32,0.0
2916,2916,2025-06-15 11:00:00,Card,Paid,41.44,0.0
2917,2917,2025-06-26 21:00:00,Buy Now Pay Later,Paid,114.46,0.0
2918,2918,2025-06-30 03:00:00,Apple Pay,Paid,180.58,0.0
2919,2919,2025-06-25 03:00:00,Buy Now Pay Later,Paid,514.11,0.0
2920,2920,2025-12-02 13:00:00,Buy Now Pay Later,Paid,347.72,0.0
2921,2921,2025-07-12 11:00:00,PayPal,Refunded,251.62,251.62
2922,2922,2025-01-18 22:00:00,Card,Refunded,188.62,188.62
2923,2923,2025-06-01 02:00:00,PayPal,Refunded,50.43,50.43
2924,2924,2025-02-18 02:00:00,Google Pay,Refunded,90.43,90.43
2925,2925,2024-10-15 01:00:00,Apple Pay,Partially Refunded,228.95,125.99
2926,2926,2025-10-31 04:00:00,Card,Paid,81.54,0.0
2927,2927,2025-07-14 04:00:00,Buy Now Pay Later,Paid,240.91,0.0
2928,2928,2025-05-30 19:00:00,Apple Pay,Paid,202.53,0.0
2929,2929,2024-10-14 04:00:00,PayPal,Paid,45.23,0.0
2930,2930,2025-06-05 08:00:00,PayPal,Paid,447.06,0.0
2931,2931,2025-10-14 05:00:00,Google Pay,Paid,662.44,0.0
2932,2932,2025-12-23 19:00:00,PayPal,Paid,535.94,0.0
2933,2933,2025-03-03 19:00:00,PayPal,Paid,281.28,0.0
2934,2934,2024-09-13 07:00:00,Apple Pay,Paid,123.67,0.0
2935,2935,2024-07-30 11:00:00,Card,Paid,142.16,0.0
2936,2936,2024-10-18 02:00:00,PayPal,Paid,84.56,0.0
2937,2937,2025-11-11 15:00:00,Card,Failed,0.0,0.0
2938,2938,2024-05-06 22:00:00,PayPal,Paid,203.83,0.0
2939,2939,2024-11-16 01:00:00,Google Pay,Paid,142.36,0.0
2940,2940,2025-04-08 15:00:00,Buy Now Pay Later,Paid,551.48,0.0
2941,2941,2024-02-11 20:00:00,PayPal,Paid,163.33,0.0
2942,2942,2025-08-01 20:00:00,Buy Now Pay Later,Paid,76.48,0.0
2943,2943,2024-03-20 20:00:00,PayPal,Paid,485.1,0.0
2944,2944,2024-01-28 01:00:00,Google Pay,Paid,187.0,0.0
2945,2945,2025-10-04 14:00:00,Apple Pay,Partially Refunded,646.17,388.43
2946,2946,2024-01-01 19:00:00,PayPal,Refunded,22.05,22.05
2947,2947,2025-04-11 13:00:00,PayPal,Paid,20.04,0.0
2948,2948,2025-08-04 10:00:00,Google Pay,Paid,187.91,0.0
2949,2949,2024-02-11 12:00:00,PayPal,Paid,183.96,0.0
2950,2950,2025-05-18 18:00:00,PayPal,Paid,111.17,0.0
2951,2951,2025-06-21 15:00:00,PayPal,Paid,357.56,0.0
2952,2952,2024-11-13 23:00:00,Buy Now Pay Later,Paid,73.86,0.0
2953,2953,2024-12-03 12:00:00,Buy Now Pay Later,Paid,73.45,0.0
2954,2954,2024-11-24 15:00:00,PayPal,Paid,95.82,0.0
2955,2955,2025-12-01 10:00:00,PayPal,Paid,88.41,0.0
2956,2956,2024-09-13 20:00:00,Card,Paid,108.7,0.0
2957,2957,2025-07-09 21:00:00,Buy Now Pay Later,Paid,129.66,0.0
2958,2958,2025-02-01 03:00:00,Google Pay,Paid,27.36,0.0
2959,2959,2025-05-23 23:00:00,PayPal,Paid,163.29,0.0
2960,2960,2024-04-17 00:00:00,Card,Paid,272.33,0.0
2961,2961,2024-10-08 23:00:00,PayPal,Paid,103.02,0.0
2962,2962,2024-03-17 07:00:00,Google Pay,Paid,146.73,0.0
2963,2963,2024-11-26 14:00:00,Buy Now Pay Later,Paid,81.88,0.0
2964,2964,2024-04-27 16:00:00,Google Pay,Paid,404.98,0.0
2965,2965,2024-12-28 06:00:00,Apple Pay,Paid,59.89,0.0
2966,2966,2024-03-02 19:00:00,PayPal,Paid,289.36,0.0
2967,2967,2025-08-11 07:00:00,PayPal,Paid,229.0,0.0
2968,2968,2025-02-14 10:00:00,Apple Pay,Paid,135.69,0.0
2969,2969,2024-12-28 08:00:00,Google Pay,Paid,511.95,0.0
2970,2970,2025-12-11 22:00:00,Buy Now Pay Later,Refunded,225.69,225.69
2971,2971,2025-12-15 10:00:00,Card,Failed,0.0,0.0
2972,2972,2024-10-25 08:00:00,Card,Paid,219.05,0.0
2973,2973,2025-05-11 01:00:00,Apple Pay,Paid,70.07,0.0
2974,2974,2025-12-10 17:00:00,Google Pay,Paid,466.04,0.0
2975,2975,2024-07-05 16:00:00,Card,Paid,333.83,0.0
2976,2976,2024-10-28 15:00:00,Apple Pay,Paid,77.55,0.0
2977,2977,2024-12-01 22:00:00,Apple Pay,Paid,161.83,0.0
2978,2978,2024-04-19 02:00:00,Google Pay,Paid,253.98,0.0
2979,2979,2024-03-24 20:00:00,Card,Refunded,227.12,227.12
2980,2980,2024-07-12 05:00:00,Google Pay,Paid,206.28,0.0
2981,2981,2024-12-04 13:00:00,Buy Now Pay Later,Paid,98.72,0.0
2982,2982,2024-03-21 07:00:00,Buy Now Pay Later,Paid,122.06,0.0
2983,2983,2025-04-13 17:00:00,Card,Paid,541.39,0.0
2984,2984,2025-09-12 09:00:00,Buy Now Pay Later,Paid,300.52,0.0
2985,2985,2024-06-17 08:00:00,Apple Pay,Paid,159.85,0.0
2986,2986,2025-07-10 13:00:00,Buy Now Pay Later,Paid,153.42,0.0
2987,2987,2025-10-07 04:00:00,PayPal,Paid,211.66,0.0
2988,2988,2024-01-21 14:00:00,Apple Pay,Paid,426.8,0.0
2989,2989,2024-10-03 21:00:00,Google Pay,Paid,243.75,0.0
2990,2990,2024-08-30 19:00:00,PayPal,Paid,436.63,0.0
2991,2991,2025-04-20 02:00:00,Google Pay,Paid,16.67,0.0
2992,2992,2025-11-23 18:00:00,Buy Now Pay Later,Paid,78.78,0.0
2993,2993,2025-01-16 05:00:00,Card,Paid,70.24,0.0
2994,2994,2025-10-31 08:00:00,Google Pay,Paid,140.1,0.0
2995,2995,2025-06-14 12:00:00,Apple Pay,Paid,112.33,0.0
2996,2996,2025-01-04 15:00:00,Card,Paid,439.93,0.0
2997,2997,2024-10-28 22:00:00,Apple Pay,Paid,52.67,0.0
2998,2998,2024-05-27 17:00:00,PayPal,Paid,77.53,0.0
2999,2999,2025-08-17 17:00:00,Google Pay,Failed,0.0,0.0
3000,3000,2024-11-10 05:00:00,Apple Pay,Paid,75.5,0.0
3001,3001,2024-05-22 00:00:00,Buy Now Pay Later,Paid,86.16,0.0
3002,3002,2024-10-01 21:00:00,Buy Now Pay Later,Paid,288.59,0.0
3003,3003,2025-06-28 19:00:00,Buy Now Pay Later,Paid,510.34,0.0
3004,3004,2024-05-25 05:00:00,Apple Pay,Paid,656.02,0.0
3005,3005,2024-05-03 03:00:00,PayPal,Paid,809.27,0.0
3006,3006,2025-09-16 00:00:00,Apple Pay,Paid,284.98,0.0
3007,3007,2024-07-22 04:00:00,PayPal,Paid,45.36,0.0
3008,3008,2025-02-02 23:00:00,Card,Paid,247.2,0.0
3009,3009,2024-11-30 02:00:00,Google Pay,Paid,21.03,0.0
3010,3010,2025-08-28 21:00:00,Card,Paid,77.13,0.0
3011,3011,2024-05-08 07:00:00,Card,Paid,148.48,0.0
3012,3012,2025-05-26 07:00:00,Apple Pay,Paid,221.49,0.0
3013,3013,2025-04-21 09:00:00,Card,Paid,691.38,0.0
3014,3014,2024-09-09 09:00:00,Buy Now Pay Later,Paid,174.25,0.0
3015,3015,2025-11-19 19:00:00,Google Pay,Paid,28.13,0.0
3016,3016,2024-04-27 20:00:00,,Paid,384.05,0.0
3017,3017,2025-12-28 01:00:00,Card,Paid,194.92,0.0
3018,3018,2024-04-13 09:00:00,Google Pay,Paid,693.79,0.0
3019,3019,2024-01-15 08:00:00,PayPal,Paid,58.09,0.0
3020,3020,2025-02-27 14:00:00,Google Pay,Paid,410.76,0.0
3021,3021,2025-04-13 02:00:00,Apple Pay,Paid,301.79,0.0
3022,3022,2025-12-18 17:00:00,Google Pay,Failed,0.0,0.0
3023,3023,2024-05-26 22:00:00,PayPal,Paid,53.65,0.0
3024,3024,2025-05-13 12:00:00,Buy Now Pay Later,Paid,206.51,0.0
3025,3025,2025-05-08 09:00:00,Buy Now Pay Later,Paid,104.54,0.0
3026,3026,2024-05-08 19:00:00,Apple Pay,Paid,16.34,0.0
3027,3027,2024-07-11 03:00:00,Google Pay,Paid,350.14,0.0
3028,3028,2024-12-17 01:00:00,PayPal,Paid,24.58,0.0
3029,3029,2024-12-18 03:00:00,Buy Now Pay Later,Paid,294.39,0.0
3030,3030,2024-01-08 00:00:00,PayPal,Paid,93.84,0.0
3031,3031,2024-11-13 02:00:00,Card,Paid,73.83,0.0
3032,3032,2024-03-08 17:00:00,Card,Paid,398.7,0.0
3033,3033,2025-08-20 19:00:00,Buy Now Pay Later,Paid,948.29,0.0
3034,3034,2025-08-11 16:00:00,Card,Paid,475.36,0.0
3035,3035,2024-09-20 09:00:00,Card,Paid,249.59,0.0
3036,3036,2024-03-31 04:00:00,Google Pay,Paid,507.87,0.0
3037,3037,2025-01-15 00:00:00,Card,Refunded,449.84,449.84
3038,3038,2025-10-03 00:00:00,Card,Failed,0.0,0.0
3039,3039,2025-11-29 01:00:00,Card,Failed,0.0,0.0
3040,3040,2024-05-22 18:00:00,Buy Now Pay Later,Paid,950.69,0.0
3041,3041,2025-02-09 17:00:00,Google Pay,Paid,88.86,0.0
3042,3042,2025-03-23 16:00:00,PayPal,Paid,475.65,0.0
3043,3043,2025-01-26 00:00:00,PayPal,Paid,411.12,0.0
3044,3044,2024-09-19 03:00:00,Apple Pay,Paid,495.59,0.0
3045,3045,2024-04-05 09:00:00,Buy Now Pay Later,Paid,110.03,0.0
3046,3046,2024-02-08 00:00:00,Google Pay,Paid,36.54,0.0
3047,3047,2024-09-07 15:00:00,PayPal,Paid,457.29,0.0
3048,3048,2025-04-27 05:00:00,Card,Paid,264.7,0.0
3049,3049,2024-07-19 00:00:00,Apple Pay,Paid,121.44,0.0
3050,3050,2025-09-02 05:00:00,Google Pay,Paid,70.22,0.0
3051,3051,2024-03-24 19:00:00,Apple Pay,Paid,94.91,0.0
3052,3052,2024-07-31 02:00:00,Buy Now Pay Later,Paid,84.41,0.0
3053,3053,2024-01-15 14:00:00,Apple Pay,Paid,169.99,0.0
3054,3054,2025-05-19 13:00:00,Card,Paid,713.29,0.0
3055,3055,2025-11-02 01:00:00,Apple Pay,Paid,194.64,0.0
3056,3056,2024-09-17 08:00:00,Card,Paid,503.21,0.0
3057,3057,2025-05-24 11:00:00,Buy Now Pay Later,Paid,250.73,0.0
3058,3058,2024-04-16 17:00:00,Buy Now Pay Later,Paid,117.56,0.0
3059,3059,2024-03-02 05:00:00,Apple Pay,Paid,13.58,0.0
3060,3060,2024-10-11 18:00:00,Buy Now Pay Later,Paid,48.03,0.0
3061,3061,2024-05-10 06:00:00,Buy Now Pay Later,Paid,61.75,0.0
3062,3062,2025-07-28 14:00:00,Buy Now Pay Later,Paid,698.03,0.0
3063,3063,2024-07-19 07:00:00,Buy Now Pay Later,Paid,97.49,0.0
3064,3064,2025-06-22 22:00:00,PayPal,Paid,77.56,0.0
3065,3065,2025-01-16 01:00:00,Google Pay,Paid,19.62,0.0
3066,3066,2025-04-11 23:00:00,Buy Now Pay Later,Paid,413.18,0.0
3067,3067,2024-03-02 16:00:00,Google Pay,Paid,1126.91,0.0
3068,3068,2025-12-08 17:00:00,Card,Paid,194.33,0.0
3069,3069,2024-01-20 01:00:00,Google Pay,Paid,193.57,0.0
3070,3070,2025-01-29 15:00:00,PayPal,Paid,264.64,0.0
3071,3071,2025-05-17 09:00:00,PayPal,Paid,119.45,0.0
3072,3072,2024-12-15 17:00:00,Buy Now Pay Later,Paid,90.14,0.0
3073,3073,2025-01-02 04:00:00,PayPal,Paid,136.85,0.0
3074,3074,2024-12-09 10:00:00,Buy Now Pay Later,Paid,100.44,0.0
3075,3075,2025-09-08 07:00:00,Card,Paid,247.91,0.0
3076,3076,2025-08-14 22:00:00,Card,Paid,374.14,0.0
3077,3077,2025-12-01 00:00:00,Buy Now Pay Later,Paid,293.21,0.0
3078,3078,2024-06-14 12:00:00,Card,Paid,372.85,0.0
3079,3079,2025-05-11 05:00:00,PayPal,Paid,28.93,0.0
3080,3080,2024-04-20 14:00:00,Apple Pay,Paid,64.52,0.0
3081,3081,2025-12-03 00:00:00,Buy Now Pay Later,Refunded,27.79,27.79
3082,3082,2024-12-09 22:00:00,Apple Pay,Paid,24.6,0.0
3083,3083,2025-05-24 02:00:00,Card,Paid,193.24,0.0
3084,3084,2025-06-11 04:00:00,Buy Now Pay Later,Paid,168.77,0.0
3085,3085,2024-12-12 20:00:00,Card,Paid,127.44,0.0
3086,3086,2025-02-03 00:00:00,Card,Paid,240.54,0.0
3087,3087,2025-08-01 15:00:00,Apple Pay,Paid,50.83,5.11
3088,3088,2025-07-01 05:00:00,PayPal,Paid,24.52,0.0
3089,3089,2025-06-20 05:00:00,Apple Pay,Paid,462.59,0.0
3090,3090,2024-07-19 22:00:00,PayPal,Paid,296.37,0.0
3091,3091,2024-12-11 02:00:00,Card,Paid,520.87,0.0
3092,3092,2024-03-14 11:00:00,Google Pay,Paid,116.93,0.0
3093,3093,2024-07-27 18:00:00,Card,Paid,305.33,0.0
3094,3094,2025-09-15 15:00:00,Buy Now Pay Later,Paid,235.56,0.0
3095,3095,2024-05-02 04:00:00,Apple Pay,Refunded,172.86,172.86
3096,3096,2025-04-20 20:00:00,Card,Paid,92.82,0.0
3097,3097,2024-12-04 17:00:00,Google Pay,Paid,76.94,0.0
3098,3098,2024-06-25 23:00:00,Apple Pay,Paid,779.54,0.0
3099,3099,2024-01-09 04:00:00,Google Pay,Paid,83.67,0.0
3100,3100,2024-02-21 02:00:00,Buy Now Pay Later,Paid,85.29,0.0
3101,3101,2025-04-03 18:00:00,Google Pay,Refunded,268.39,268.39
3102,3102,2025-07-20 14:00:00,Google Pay,Paid,338.68,0.0
3103,3103,2024-03-12 00:00:00,Apple Pay,Paid,122.28,0.0
3104,3104,2025-08-19 13:00:00,Apple Pay,Paid,231.49,0.0
3105,3105,2025-03-18 22:00:00,Buy Now Pay Later,Paid,276.0,8.19
3106,3106,2025-12-02 13:00:00,Google Pay,Paid,153.96,0.0
3107,3107,2025-01-25 16:00:00,PayPal,Paid,79.86,0.0
3108,3108,2025-05-29 00:00:00,Google Pay,Paid,189.89,0.0
3109,3109,2025-08-25 06:00:00,Card,Paid,689.69,0.0
3110,3110,2025-04-18 18:00:00,Buy Now Pay Later,Paid,69.84,0.0
3111,3111,2024-11-24 22:00:00,Card,Paid,400.23,0.0
3112,3112,2024-05-17 04:00:00,Buy Now Pay Later,Paid,490.33,0.0
3113,3113,2025-01-08 06:00:00,PayPal,Paid,52.5,0.0
3114,3114,2024-01-15 03:00:00,PayPal,Paid,199.27,0.0
3115,3115,2025-08-04 18:00:00,PayPal,Paid,263.09,0.0
3116,3116,2024-06-25 14:00:00,Card,Paid,14.12,0.0
3117,3117,2025-06-08 05:00:00,Card,Paid,356.19,0.0
3118,3118,2025-09-07 20:00:00,PayPal,Paid,641.17,0.0
3119,3119,2024-12-21 16:00:00,Card,Paid,115.43,0.0
3120,3120,2024-06-01 02:00:00,PayPal,Paid,512.72,0.0
3121,3121,2025-01-27 09:00:00,Google Pay,Paid,158.74,0.0
3122,3122,2025-04-28 00:00:00,Apple Pay,Refunded,24.59,24.59
3123,3123,2024-07-27 21:00:00,PayPal,Paid,193.45,0.0
3124,3124,2024-10-11 08:00:00,Apple Pay,Paid,126.05,2.96
3125,3125,2025-06-17 11:00:00,PayPal,Paid,45.7,0.0
3126,3126,2024-10-30 17:00:00,Card,Paid,369.14,0.0
3127,3127,2024-12-27 11:00:00,PayPal,Paid,110.73,0.0
3128,3128,2025-04-02 06:00:00,Apple Pay,Refunded,103.22,109.29
3129,3129,2024-01-29 20:00:00,Google Pay,Paid,27.98,0.0
3130,3130,2025-04-24 09:00:00,Card,Paid,171.15,0.0
3131,3131,2024-06-12 16:00:00,PayPal,Paid,79.14,0.0
3132,3132,2024-08-17 01:00:00,PayPal,Paid,163.08,0.0
3133,3133,2024-12-29 03:00:00,Buy Now Pay Later,Paid,41.26,0.0
3134,3134,2024-01-23 05:00:00,PayPal,Paid,67.49,0.0
3135,3135,2024-06-21 14:00:00,Google Pay,Paid,186.03,0.0
3136,3136,2024-02-03 13:00:00,Buy Now Pay Later,Paid,281.9,0.0
3137,3137,2024-09-01 10:00:00,Buy Now Pay Later,Paid,33.93,0.0
3138,3138,2025-10-23 21:00:00,Google Pay,Paid,763.96,0.0
3139,3139,2024-12-08 03:00:00,PayPal,Paid,69.25,0.0
3140,3140,2025-11-04 04:00:00,Buy Now Pay Later,Paid,413.79,0.0
3141,3141,2024-08-17 05:00:00,Buy Now Pay Later,Paid,48.04,0.0
3142,3142,2024-06-06 10:00:00,Card,Paid,605.48,0.0
3143,3143,2025-11-30 10:00:00,PayPal,Paid,126.65,0.0
3144,3144,2024-01-22 00:00:00,Card,Paid,147.93,0.0
3145,3145,2025-02-03 14:00:00,Google Pay,Paid,71.9,0.0
3146,3146,2025-12-17 08:00:00,Apple Pay,Paid,362.42,0.0
3147,3147,2024-10-11 07:00:00,Apple Pay,Refunded,40.7,40.7
3148,3148,2025-10-15 09:00:00,Apple Pay,Paid,197.32,0.0
3149,3149,2025-06-11 19:00:00,PayPal,Paid,40.06,0.0
3150,3150,2025-04-20 17:00:00,PayPal,Paid,90.29,0.0
3151,3151,2025-07-29 13:00:00,Apple Pay,Paid,254.41,0.0
3152,3152,2025-10-24 01:00:00,Card,Paid,53.29,0.0
3153,3153,2025-07-07 19:00:00,Buy Now Pay Later,Paid,51.87,0.0
3154,3154,2024-11-17 11:00:00,Card,Refunded,405.24,405.24
3155,3155,2025-11-04 18:00:00,PayPal,Paid,12.9,0.0
3156,3156,2025-09-05 18:00:00,Card,Paid,301.52,0.0
3157,3157,2025-06-10 04:00:00,Buy Now Pay Later,Paid,457.33,0.0
3158,3158,2025-02-05 03:00:00,Buy Now Pay Later,Paid,109.58,0.0
3159,3159,2024-06-30 04:00:00,Buy Now Pay Later,Paid,163.39,0.0
3160,3160,2024-06-29 20:00:00,Buy Now Pay Later,Partially Refunded,37.95,17.18
3161,3161,2025-06-02 07:00:00,Card,Paid,167.43,0.0
3162,3162,2025-12-17 14:00:00,Google Pay,Paid,309.25,0.0
3163,3163,2025-12-14 20:00:00,PayPal,Paid,125.52,0.0
3164,3164,2025-10-15 04:00:00,Google Pay,Paid,47.79,0.0
3165,3165,2025-02-24 04:00:00,PayPal,Paid,173.18,0.0
3166,3166,2025-05-13 02:00:00,Buy Now Pay Later,Paid,283.23,0.0
3167,3167,2025-12-11 15:00:00,Google Pay,Paid,496.43,0.0
3168,3168,2025-12-19 11:00:00,PayPal,Paid,297.93,0.0
3169,3169,2024-02-08 16:00:00,Buy Now Pay Later,Paid,134.57,0.0
3170,3170,2025-01-09 22:00:00,Google Pay,Paid,281.13,0.0
3171,3171,2024-05-16 07:00:00,Apple Pay,Paid,149.97,0.0
3172,3172,2025-05-21 14:00:00,Card,Paid,118.4,0.0
3173,3173,2025-09-02 01:00:00,PayPal,Paid,21.25,0.0
3174,3174,2025-10-29 20:00:00,Apple Pay,Paid,81.54,0.0
3175,3175,2025-11-18 23:00:00,Apple Pay,Paid,269.97,0.0
3176,3176,2025-12-12 17:00:00,Apple Pay,Paid,409.89,0.0
3177,3177,2025-08-17 18:00:00,Buy Now Pay Later,Paid,180.33,0.0
3178,3178,2024-03-15 22:00:00,Card,Paid,325.45,0.0
3179,3179,2025-12-26 08:00:00,Card,Paid,78.2,0.0
3180,3180,2024-06-16 23:00:00,Buy Now Pay Later,Paid,90.96,0.0
3181,3181,2024-11-16 11:00:00,Apple Pay,Partially Refunded,96.69,59.5
3182,3182,2025-07-23 22:00:00,Apple Pay,Paid,190.57,0.0
3183,3183,2025-09-07 14:00:00,Google Pay,Paid,368.19,0.0
3184,3184,2024-07-12 17:00:00,Apple Pay,Paid,148.78,0.0
3185,3185,2024-09-23 08:00:00,PayPal,Paid,79.57,0.0
3186,3186,2025-12-01 06:00:00,PayPal,Failed,0.0,0.0
3187,3187,2024-11-17 01:00:00,Google Pay,Paid,142.68,0.0
3188,3188,2025-05-24 12:00:00,Card,Paid,137.3,0.0
3189,3189,2025-08-30 17:00:00,Buy Now Pay Later,Paid,170.79,0.0
3190,3190,2025-12-16 19:00:00,Google Pay,Paid,96.46,0.0
3191,3191,2025-02-13 22:00:00,Google Pay,Paid,105.82,0.0
3192,3192,2024-08-10 14:00:00,PayPal,Paid,161.26,0.0
3193,3193,2024-06-08 05:00:00,PayPal,Paid,225.76,0.0
3194,3194,2025-10-14 21:00:00,Buy Now Pay Later,Paid,110.9,0.0
3195,3195,2025-04-25 17:00:00,PayPal,Paid,86.18,0.0
3196,3196,2025-12-11 23:00:00,Apple Pay,Paid,86.04,0.0
3197,3197,2025-03-26 19:00:00,Google Pay,Paid,292.41,0.0
3198,3198,2024-02-14 05:00:00,Buy Now Pay Later,Partially Refunded,162.4,108.3
3199,3199,2024-04-09 21:00:00,Buy Now Pay Later,Paid,203.82,0.0
3200,3200,2025-04-05 10:00:00,Card,Paid,323.99,0.0
3201,3201,2024-10-26 05:00:00,Buy Now Pay Later,Paid,86.18,0.0
3202,3202,2025-02-18 11:00:00,Buy Now Pay Later,Paid,60.58,0.0
3203,3203,2024-12-10 11:00:00,Buy Now Pay Later,Paid,7.51,0.0
3204,3204,2024-11-21 05:00:00,Apple Pay,Paid,379.39,0.0
3205,3205,2024-07-01 16:00:00,Card,Paid,244.25,0.0
3206,3206,2025-10-30 20:00:00,PayPal,Paid,559.9,0.0
3207,3207,2024-09-17 01:00:00,Apple Pay,Paid,37.87,0.0
3208,3208,2024-12-12 04:00:00,Card,Refunded,152.03,152.03
3209,3209,2025-06-25 05:00:00,Apple Pay,Paid,64.73,0.0
3210,3210,2025-07-29 19:00:00,Card,Paid,134.51,0.0
3211,3211,2024-10-06 23:00:00,PayPal,Paid,68.79,0.0
3212,3212,2024-03-28 22:00:00,Google Pay,Paid,44.02,0.0
3213,3213,2025-05-13 14:00:00,Buy Now Pay Later,Paid,264.64,0.0
3214,3214,2024-04-20 06:00:00,Card,Paid,321.84,0.0
