shipment_id,order_id,carrier,shipped_date,delivered_date,delivery_service,shipment_status
2779,2927,Evri,2025-07-18,2025-07-21,Standard,Delivered
2780,2928,Evri,2025-05-30,2025-06-01,Standard,Delivered
2781,2929,Royal Mail,2024-10-18,2024-10-19,Click & Collect,Delivered
2782,2930,Evri,2025-06-05,2025-06-06,Standard,Delivered
2783,2931,Evri,2025-10-19,2025-10-22,Click & Collect,Delivered
2784,2932,Royal Mail,2025-12-24,2025-12-25,Standard,In Transit
2785,2933,DPD,2025-03-05,2025-03-08,Click & Collect,Delivered
2786,2934,Yodel,2024-09-16,2024-09-17,Standard,Lost
2787,2935,Evri,2024-07-30,2024-08-02,Next Day,Delivered
2788,2936,DPD,2024-10-20,2024-10-22,Standard,Delivered
2789,2938,Evri,2024-05-07,2024-05-11,Standard,In Transit
2790,2939,Evri,2024-11-17,2024-11-19,Click & Collect,Delivered
2791,2940,DPD,2025-04-10,2025-04-11,Next Day,Delivered
2792,2941,Evri,2024-02-12,2024-02-14,Next Day,Delivered
2793,2942,Yodel,2025-08-07,2025-08-09,Next Day,In Transit
2794,2943,Royal Mail,2024-03-25,,Standard,Delivered
2795,2945,Yodel,2025-10-06,2025-10-08,Click & Collect,Delivered
2796,2947,Royal Mail,2025-04-14,2025-04-16,Click & Collect,Delivered
2797,2948,Yodel,2025-08-05,2025-08-06,Click & Collect,Delivered
2798,2949,Royal Mail,2024-02-13,2024-02-18,Click & Collect,In Transit
2799,2950,Evri,2025-05-19,2025-05-20,Standard,Delivered
2800,2951,Royal Mail,2025-06-20,2025-06-22,Click & Collect,Delayed
2801,2952,Royal Mail,2024-11-12,2024-11-13,Next Day,In Transit
2802,2953,Royal Mail,2024-12-05,2024-12-07,Next Day,In Transit
2803,2954,Evri,2024-11-23,2024-11-24,Standard,Delivered
2804,2955,Evri,2025-12-06,2025-12-08,Click & Collect,Delivered
2805,2956,Evri,2024-09-16,2024-09-19,Click & Collect,Lost
2806,2957,Royal Mail,2025-07-09,2025-07-12,Click & Collect,Delivered
2807,2959,DPD,2025-05-25,2025-05-28,Next Day,Delivered
2808,2960,Royal Mail,2024-04-18,2024-04-20,Click & Collect,Delayed
2809,2961,Royal Mail,2024-10-09,2024-10-10,Standard,Delivered
2810,2962,DPD,2024-03-20,2024-03-21,Standard,Delivered
2811,2963,Royal Mail,2024-11-25,2024-11-26,Click & Collect,Delivered
2812,2964,Royal Mail,2024-04-29,2024-05-03,Click & Collect,Delivered
2813,2965,DPD,2024-12-30,2025-01-03,Next Day,Delivered
2814,2966,Yodel,2024-03-04,2024-03-06,Next Day,Delivered
2815,2967,Evri,2025-08-12,2025-08-14,Next Day,Delivered
2816,2968,Yodel,2025-02-18,2025-02-20,Next Day,Delivered
2817,2969,Royal Mail,2024-12-27,2024-12-28,Standard,In Transit
2818,2972,DPD,2024-10-29,2024-11-01,Standard,Delivered
2819,2973,Royal Mail,2025-05-12,2025-05-14,Next Day,In Transit
2820,2974,Yodel,2025-12-12,2025-12-15,Click & Collect,Delivered
2821,2975,Evri,2024-07-13,2024-07-14,Next Day,Delivered
2822,2976,Evri,2024-10-29,2024-10-30,Next Day,Delivered
2823,2977,Evri,2024-12-02,2024-12-03,Click & Collect,Delivered
2824,2978,Royal Mail,2024-04-22,2024-04-23,Click & Collect,Delivered
2825,2980,Royal Mail,2024-07-12,2024-07-13,Next Day,In Transit
2826,2981,Yodel,2024-12-03,2024-12-04,Click & Collect,Delayed
2827,2982,Evri,2024-03-21,2024-03-24,Standard,Delivered
2828,2983,Royal Mail,2025-04-19,2025-04-23,Next Day,Delivered
2829,2984,Royal Mail,2025-09-12,2025-09-16,Click & Collect,In Transit
2830,2985,Evri,2024-06-20,2024-06-21,Click & Collect,In Transit
2831,2986,Evri,2025-07-14,2025-07-15,Next Day,Delivered
2832,2987,Royal Mail,2025-10-10,2025-10-11,Next Day,In Transit
2833,2988,Evri,2024-01-21,2024-01-22,Standard,Delivered
2834,2989,DPD,2024-10-07,,Click & Collect,Delayed
2835,2990,DPD,2024-09-01,2024-09-04,Next Day,Delivered
2836,2991,Evri,2025-04-20,2025-04-22,Next Day,Delivered
2837,2992,Yodel,2025-11-24,2025-11-25,Standard,In Transit
2838,2993,Yodel,2025-01-17,2025-01-19,Standard,Delivered
2839,2994,DPD,2025-11-01,2025-11-04,Click & Collect,Delivered
2840,2995,DPD,2025-06-15,2025-06-18,Next Day,Delivered
2841,2996,Evri,2025-01-05,2025-01-07,Next Day,Delivered
2842,2997,DPD,2024-10-28,2024-10-30,Click & Collect,In Transit
2843,2998,DPD,2024-05-27,2024-05-28,Standard,Delivered
2844,2999,DPD,2025-08-17,,Next Day,Delayed
2845,3000,DPD,2024-11-10,2024-11-12,Click & Collect,In Transit
2846,3001,Royal Mail,2024-05-24,2024-05-29,Standard,In Transit
2847,3002,Evri,2024-10-03,2024-10-04,Next Day,Delivered
2848,3003,Royal Mail,2025-06-28,2025-06-29,Click & Collect,Delayed
2849,3004,Royal Mail,2024-05-26,2024-05-29,Next Day,Delivered
2850,3005,Evri,2024-05-05,2024-05-06,Standard,Delivered
2851,3006,Royal Mail,2025-09-19,2025-09-20,Next Day,Delayed
2852,3007,Evri,2024-07-22,2024-07-23,Standard,Delivered
2853,3008,Royal Mail,2025-02-01,,Click & Collect,Delivered
2854,3009,Yodel,2024-12-03,2024-12-07,Click & Collect,Delivered
2855,3010,Royal Mail,2025-08-31,2025-09-03,Click & Collect,Delivered
2856,3011,Evri,2024-05-09,2024-05-11,Next Day,In Transit
2857,3012,Evri,2025-05-31,2025-06-01,Standard,In Transit
2858,3013,Royal Mail,2025-04-25,2025-04-26,Click & Collect,Delivered
2859,3014,Yodel,2024-09-12,2024-09-14,Next Day,Delayed
2860,3015,Royal Mail,2025-11-23,,Standard,Delivered
2861,3016,Evri,2024-04-28,2024-05-01,Standard,In Transit
2862,3017,Royal Mail,2025-12-29,,Next Day,Delivered
2863,3018,Royal Mail,2024-04-19,2024-04-22,Click & Collect,Delivered
2864,3019,Royal Mail,2024-01-20,,Standard,Delivered
2865,3020,DPD,2025-03-06,2025-03-07,Next Day,Delivered
2866,3021,Royal Mail,2025-04-15,2025-04-16,Click & Collect,Delivered
2867,3022,Royal Mail,2025-12-17,2025-12-20,Click & Collect,Delivered
2868,3023,Yodel,2024-05-29,2024-05-31,Next Day,Delivered
2869,3024,DPD,2025-05-13,2025-05-15,Standard,Delivered
2870,3025,Royal Mail,2025-05-09,2025-05-10,Standard,Delayed
2871,3026,Evri,2024-05-09,2024-05-11,Standard,Delivered
2872,3027,Yodel,2024-07-10,2024-07-11,Next Day,In Transit
2873,3028,Evri,2024-12-21,2024-12-22,Click & Collect,In Transit
2874,3029,Evri,2024-12-18,2024-12-19,Standard,Delivered
2875,3030,Yodel,2024-01-15,2024-01-17,Next Day,Delayed
2876,3031,Royal Mail,2024-11-12,2024-11-13,Next Day,Delivered
2877,3032,DPD,2024-03-10,,Standard,Delivered
2878,3033,Yodel,2025-08-22,,Click & Collect,Delivered
2879,3034,DPD,2025-08-12,2025-08-13,Click & Collect,Delayed
2880,3035,DPD,2024-09-22,2024-09-23,Standard,Delivered
2881,3036,Royal Mail,2024-04-04,2024-04-08,Click & Collect,Delivered
2882,3038,Evri,2025-10-08,2025-10-10,Next Day,Delayed
2883,3040,Evri,2024-05-27,2024-05-29,Next Day,Delivered
2884,3041,Yodel,2025-02-10,2025-02-11,Click & Collect,Delayed
2885,3042,Yodel,2025-03-30,2025-03-31,Standard,Delivered
2886,3043,DPD,2025-01-25,2025-01-26,Next Day,Delivered
2887,3044,Royal Mail,2024-09-18,2024-09-19,Next Day,Delivered
2888,3045,Royal Mail,2024-04-09,2024-04-12,Next Day,Delivered
2889,3046,Yodel,2024-02-10,2024-02-11,Click & Collect,In Transit
2890,3047,Evri,2024-09-08,2024-09-11,Click & Collect,Delivered
2891,3048,Royal Mail,2025-04-30,2025-05-02,Standard,Lost
2892,3049,Royal Mail,2024-07-27,2024-07-30,Click & Collect,In Transit
2893,3050,Evri,2025-09-02,2025-09-03,Next Day,Delivered
2894,3051,Evri,2024-04-01,2024-04-02,Next Day,Delivered
2895,3052,Evri,2024-08-03,2024-08-07,Next Day,Delivered
2896,3053,Royal Mail,2024-01-18,2024-01-20,Standard,Delivered
2897,3054,Royal Mail,2025-05-19,2025-05-22,Click & Collect,Delivered
2898,3055,Royal Mail,2025-11-10,2025-11-11,Next Day,In Transit
2899,3056,Yodel,2024-09-19,2024-09-20,Next Day,Delivered
2900,3057,Yodel,2025-05-27,2025-05-28,Click & Collect,Delivered
2901,3058,Yodel,2024-04-17,2024-04-21,Standard,Delivered
2902,3059,Evri,2024-03-02,2024-03-03,Click & Collect,Delivered
2903,3060,Yodel,2024-10-13,2024-10-14,Click & Collect,Delayed
2904,3061,Royal Mail,2024-05-10,2024-05-13,Next Day,Delivered
2905,3062,DPD,2025-07-31,,Click & Collect,Delivered
2906,3063,Evri,2024-07-20,2024-07-22,Standard,Delivered
2907,3064,Royal Mail,2025-06-24,2025-06-26,Standard,Delivered
2908,3065,Royal Mail,2025-01-24,2025-01-26,Next Day,Delivered
2909,3066,Royal Mail,2025-04-14,2025-04-16,Click & Collect,Delivered
2910,3067,Evri,2024-03-07,2024-03-08,Next Day,Delivered
2911,3068,Yodel,2025-12-07,2025-12-10,Next Day,Delivered
2912,3069,Evri,2024-01-31,,Click & Collect,Delivered
2913,3070,DPD,2025-01-28,2025-01-29,Click & Collect,Delivered
2914,3071,Evri,2025-05-17,2025-05-18,Next Day,Delayed
2915,3072,DPD,2024-12-14,2024-12-15,Click & Collect,Delivered
2916,3073,Evri,2025-01-05,2025-01-07,Click & Collect,Delivered
2917,3074,Royal Mail,2024-12-13,,Next Day,Delivered
2918,3075,DPD,2025-09-12,2025-09-13,Next Day,Delayed
2919,3076,Evri,2025-08-14,2025-08-16,Click & Collect,Delivered
2920,3077,Yodel,2025-12-02,2025-12-05,Next Day,In Transit
2921,3078,Evri,2024-06-15,2024-06-16,Next Day,Delivered
2922,3079,Yodel,2025-05-12,,Click & Collect,Delivered
2923,3080,Royal Mail,2024-04-24,2024-04-26,Click & Collect,Delivered
2924,3082,Yodel,2024-12-11,2024-12-12,Click & Collect,Delivered
2925,3083,Evri,2025-05-30,2025-06-04,Standard,Delivered
2926,3084,Yodel,2025-06-12,2025-06-13,Next Day,Delivered
2927,3085,Evri,2024-12-13,2024-12-15,Standard,Delivered
2928,3086,DPD,2025-02-04,2025-02-07,Standard,Delivered
2929,3087,Yodel,2025-08-04,2025-08-08,Click & Collect,Delivered
2930,3088,DPD,2025-07-04,2025-07-05,Click & Collect,Delivered
2931,3089,Royal Mail,2025-06-21,,Standard,Delivered
2932,3090,Yodel,2024-07-18,,Standard,Delivered
2933,3091,Royal Mail,2024-12-10,2024-12-12,Click & Collect,Delivered
2934,3092,Yodel,2024-03-14,2024-03-15,Standard,Delivered
2935,3093,Royal Mail,2024-07-30,2024-08-01,Next Day,Delivered
2936,3094,Evri,2025-09-16,2025-09-19,Standard,Delivered
2937,3096,Royal Mail,2025-04-20,2025-04-22,Standard,Delivered
2938,3097,Royal Mail,2024-12-08,2024-12-09,Click & Collect,Delivered
2939,3098,Royal Mail,2024-06-29,2024-07-01,Next Day,Delivered
2940,3099,Yodel,2024-01-09,,Standard,Delivered
2941,3100,Evri,2024-02-22,2024-02-23,Click & Collect,Delivered
2942,3102,Evri,2025-07-22,2025-07-27,Standard,Delivered
2943,3103,Evri,2024-03-19,2024-03-22,Click & Collect,Delivered
2944,3104,DPD,2025-08-20,2025-08-21,Standard,Delivered
2945,3105,DPD,2025-03-26,2025-03-27,Next Day,Delivered
2946,3106,Evri,2025-12-02,2025-12-06,Click & Collect,Delivered
2947,3107,Evri,2025-01-27,2025-01-28,Next Day,Lost
2948,3108,Yodel,2025-05-29,2025-05-30,Next Day,Delivered
2949,3109,Evri,2025-08-25,2025-08-26,Click & Collect,Delivered
2950,3111,DPD,2024-11-26,2024-11-28,Standard,Delivered
2951,3112,DPD,2024-05-22,2024-05-23,Standard,Delivered
2952,3113,Evri,2025-01-11,2025-01-16,Standard,Delivered
2953,3114,DPD,2024-01-19,2024-01-21,Next Day,Delivered
2954,3115,Evri,2025-08-06,2025-08-07,Next Day,Delivered
2955,3116,Yodel,2024-06-26,2024-06-29,Standard,Delivered
2956,3117,Royal Mail,2025-06-09,2025-06-10,Click & Collect,In Transit
2957,3118,Royal Mail,2025-09-09,2025-09-12,Next Day,Delivered
2958,3119,Evri,2024-12-20,2024-12-23,Next Day,Delivered
2959,3120,DPD,2024-06-03,2024-06-07,Standard,Delivered
2960,3121,Yodel,2025-02-02,2025-02-03,Click & Collect,In Transit
2961,3122,Yodel,2025-04-28,2025-05-02,Standard,Delivered
2962,3123,Evri,2024-07-28,2024-07-31,Next Day,Delayed
2963,3124,DPD,2024-10-16,2024-10-18,Click & Collect,Delivered
2964,3125,DPD,2025-06-20,2025-06-21,Standard,Delivered
2965,3126,Royal Mail,2024-11-05,2024-11-08,Next Day,In Transit
2966,3127,Yodel,2025-01-05,2025-01-06,Standard,Delayed
2967,3129,Yodel,2024-02-03,2024-02-08,Click & Collect,Delivered
2968,3130,Evri,2025-04-27,2025-04-29,Next Day,Delivered
2969,3131,Royal Mail,2024-06-16,2024-06-17,Standard,Delivered
2970,3132,Royal Mail,2024-08-20,2024-08-24,Next Day,Delayed
2971,3133,Evri,2024-12-28,2024-12-29,Standard,Delivered
2972,3134,DPD,2024-01-24,2024-01-28,Click & Collect,Delivered
2973,3135,Evri,2024-06-23,,Click & Collect,Delivered
2974,3136,DPD,2024-02-12,2024-02-13,Click & Collect,Delivered
2975,3137,Yodel,2024-09-01,2024-09-02,Standard,Lost
2976,3138,Evri,2025-10-23,2025-10-24,Click & Collect,Delivered
2977,3139,DPD,2024-12-09,2024-12-11,Next Day,Delivered
2978,3140,Yodel,2025-11-05,2025-11-08,Click & Collect,Delivered
2979,3141,Yodel,2024-08-21,2024-08-22,Next Day,Delivered
2980,3142,Yodel,2024-06-08,2024-06-12,Next Day,Delivered
2981,3144,DPD,2024-01-22,2024-01-24,Standard,Delivered
2982,3145,Evri,2025-02-07,2025-02-11,Standard,Delivered
2983,3146,DPD,2025-12-18,2025-12-21,Click & Collect,Delayed
2984,3147,Royal Mail,2024-10-12,2024-10-14,Next Day,Delayed
2985,3148,Yodel,2025-10-20,2025-10-22,Click & Collect,Delivered
2986,3149,Royal Mail,2025-06-15,2025-06-16,Click & Collect,Delivered
2987,3151,Yodel,2025-07-31,2025-08-01,Next Day,Delivered
2988,3152,DPD,2025-10-24,2025-10-27,Standard,Delivered
2989,3153,DPD,2025-07-10,2025-07-12,Click & Collect,Delayed
2990,3155,Royal Mail,2025-11-06,2025-11-10,Next Day,Delivered
2991,3156,Evri,2025-09-05,2025-09-06,Click & Collect,Delivered
2992,3157,Yodel,2025-06-12,2025-06-14,Click & Collect,Delivered
2993,3158,DPD,2025-02-10,2025-02-12,Click & Collect,Delivered
2994,3159,DPD,2024-07-03,2024-07-04,Click & Collect,Delivered
2995,3160,Royal Mail,2024-06-28,2024-06-29,Click & Collect,In Transit
2996,3161,DPD,2025-06-05,2025-06-06,Next Day,Delivered
2997,3162,Royal Mail,2025-12-16,2025-12-19,Click & Collect,Delivered
2998,3163,Evri,2025-12-15,2025-12-16,Click & Collect,Delivered
2999,3164,Yodel,2025-10-19,2025-10-21,Next Day,In Transit
3000,3165,Evri,2025-02-24,2025-02-25,Standard,Delivered
3001,3166,Royal Mail,2025-05-25,2025-05-27,Click & Collect,Delivered
3002,3167,Yodel,2025-12-19,2025-12-20,Click & Collect,Lost
3003,3169,Yodel,2024-02-09,2024-02-10,Click & Collect,In Transit
3004,3170,Evri,2025-01-13,2025-01-14,Standard,Delivered
3005,3171,Evri,2024-05-21,,Next Day,Delivered
3006,3172,DPD,2025-05-24,2025-05-26,Click & Collect,Delivered
3007,3174,Royal Mail,2025-11-03,,Click & Collect,In Transit
3008,3175,Royal Mail,2025-11-22,2025-11-25,Click & Collect,Delivered
3009,3176,Yodel,2025-12-13,2025-12-14,Next Day,Delivered
3010,3177,DPD,2025-08-18,2025-08-21,Click & Collect,In Transit
3011,3179,Evri,2025-12-30,2025-12-31,Next Day,Delivered
3012,3180,Evri,2024-06-19,2024-06-21,Click & Collect,Delivered
3013,3181,DPD,2024-11-19,2024-11-20,Next Day,In Transit
3014,3182,Evri,2025-07-24,2025-07-27,Click & Collect,Delivered
3015,3183,Evri,2025-09-10,2025-09-12,Standard,Delivered
3016,3184,DPD,2024-07-17,2024-07-22,Standard,Delivered
3017,3185,Evri,2024-09-23,2024-09-26,Click & Collect,In Transit
3018,3186,Royal Mail,2025-12-02,,Next Day,Delivered
3019,3187,Evri,2024-11-18,2024-11-19,Next Day,Delivered
3020,3188,DPD,2025-05-27,2025-05-28,Standard,Lost
3021,3189,DPD,2025-08-30,2025-09-01,Click & Collect,In Transit
3022,3190,Evri,2025-12-16,,Next Day,In Transit
3023,3191,Evri,2025-02-13,2025-02-14,Click & Collect,Delivered
3024,3192,Yodel,2024-08-10,2024-08-13,Click & Collect,Delivered
3025,3193,Evri,2024-06-08,2024-06-09,Next Day,Delivered
3026,3194,DPD,2025-10-22,2025-10-23,Standard,Delivered
3027,3195,Royal Mail,2025-04-27,2025-04-28,Click & Collect,Delivered
3028,3196,Royal Mail,2025-12-12,2025-12-16,Click & Collect,In Transit
3029,3198,DPD,2024-02-14,2024-02-15,Standard,Delivered
3030,3199,DPD,2024-04-08,2024-04-11,Next Day,In Transit
3031,3200,Evri,2025-04-05,2025-04-08,Next Day,Delivered
3032,3201,Royal Mail,2024-10-29,2024-11-01,Click & Collect,Delivered
3033,3202,Royal Mail,2025-02-18,2025-02-20,Standard,In Transit
3034,3203,Yodel,2024-12-09,2024-12-10,Standard,Delivered
3035,3204,Evri,2024-11-21,,Next Day,Delivered
3036,3205,Royal Mail,2024-07-04,2024-07-05,Next Day,Delayed
3037,3206,Yodel,2025-10-30,2025-11-01,Next Day,Delivered
3038,3207,DPD,2024-09-18,2024-09-19,Next Day,Delivered
3039,3209,DPD,2025-06-30,2025-07-01,Standard,Delivered
3040,3210,Evri,2025-07-28,2025-07-29,Click & Collect,Delivered
3041,3211,DPD,2024-10-07,2024-10-10,Click & Collect,Delivered
3042,3212,Yodel,2024-04-02,2024-04-03,Click & Collect,Delivered
3043,3214,Evri,2024-04-22,2024-04-23,Next Day,Delivered
3044,3215,DPD,2025-07-17,2025-07-20,Standard,Delayed
3045,3216,Royal Mail,2024-10-08,2024-10-10,Next Day,Delivered
3046,3217,Yodel,2024-07-02,2024-07-05,Click & Collect,Delivered
3047,3218,Royal Mail,2025-09-22,2025-09-26,Click & Collect,Delivered
3048,3219,Yodel,2025-09-14,2025-09-16,Standard,Delivered
3049,3220,DPD,2024-11-06,2024-11-07,Next Day,Delivered
3050,3221,Evri,2024-07-30,2024-07-31,Next Day,Delayed
3051,3222,Yodel,2024-03-10,2024-03-11,Next Day,Delivered
3052,3223,Yodel,2024-04-27,2024-04-29,Next Day,Delivered
3053,3224,Evri,2024-08-25,2024-08-28,Standard,Delivered
3054,3225,DPD,2025-06-09,2025-06-10,Click & Collect,Delayed
3055,3226,DPD,2024-01-27,2024-01-30,Click & Collect,Lost
3056,3227,Yodel,2024-01-23,2024-01-26,Next Day,Delivered
3057,3228,Evri,2024-10-25,2024-10-26,Next Day,Delayed
3058,3229,DPD,2024-01-11,2024-01-15,Standard,Delivered
3059,3230,Royal Mail,2025-08-13,2025-08-14,Standard,Delivered
3060,3231,DPD,2024-06-13,2024-06-14,Next Day,In Transit
3061,3232,Evri,2025-09-24,,Standard,In Transit
3062,3233,DPD,2024-11-29,,Next Day,In Transit
3063,3234,Evri,2025-01-25,2025-01-26,Standard,Delayed
3064,3235,DPD,2024-07-18,2024-07-20,Next Day,Delivered
3065,3236,Evri,2025-09-01,2025-09-03,Click & Collect,Delivered
3066,3237,DPD,2024-03-25,2024-03-26,Next Day,Delayed
3067,3238,Yodel,2024-04-05,2024-04-06,Next Day,Delivered
3068,3239,Yodel,2024-03-21,2024-03-24,Next Day,Delivered
3069,3240,DPD,2025-11-07,2025-11-10,Click & Collect,Delivered
3070,3241,Evri,2024-10-06,2024-10-09,Next Day,Delivered
3071,3242,Evri,2025-12-08,2025-12-11,Standard,Delivered
3072,3243,Royal Mail,2024-01-10,2024-01-11,Click & Collect,In Transit
3073,3244,Evri,2025-03-28,2025-03-30,Click & Collect,Delivered
3074,3245,Royal Mail,2025-12-31,2026-01-01,Standard,Delivered
3075,3246,Evri,2024-05-18,2024-05-20,Next Day,Delivered
3076,3247,Yodel,2025-11-05,2025-11-07,Next Day,Delivered
3077,3248,Yodel,2024-11-12,2024-11-15,Click & Collect,Delivered
3078,3249,DPD,2024-11-11,2024-11-12,Next Day,Delivered
3079,3251,DPD,2025-12-05,2025-12-06,Next Day,Delayed
3080,3252,Royal Mail,2024-05-03,2024-05-05,Next Day,Delivered
3081,3253,Royal Mail,2024-01-23,2024-01-25,Click & Collect,Delivered
3082,3254,Yodel,2025-04-14,2025-04-15,Click & Collect,Delivered
3083,3256,Evri,2024-09-15,2024-09-16,Click & Collect,Delivered
3084,3257,Royal Mail,2025-05-28,2025-05-29,Click & Collect,Delivered
3085,3258,Evri,2025-03-26,2025-03-29,Standard,In Transit
3086,3259,Evri,2024-08-09,,Standard,Delayed
3087,3260,Evri,2025-01-17,2025-01-19,Standard,Delivered
3088,3261,Evri,2025-07-19,2025-07-24,Standard,Delivered
3089,3262,Evri,2025-12-12,2025-12-14,Click & Collect,Delivered
3090,3263,DPD,2024-10-09,2024-10-11,Click & Collect,In Transit
3091,3264,Evri,2025-09-15,2025-09-16,Click & Collect,Delivered
3092,3265,DPD,2025-06-17,2025-06-19,Click & Collect,Delivered
3093,3266,Evri,2024-09-05,2024-09-08,Next Day,In Transit
3094,3267,DPD,2025-05-30,2025-06-01,Next Day,Delivered
3095,3268,Royal Mail,2024-11-03,2024-11-05,Next Day,Delivered
3096,3269,Yodel,2024-02-10,2024-02-11,Standard,Delivered
3097,3270,Royal Mail,2025-02-03,2025-02-06,Click & Collect,Delivered
3098,3271,Yodel,2025-12-30,2025-12-31,Click & Collect,Delivered
3099,3272,Yodel,2025-06-07,2025-06-08,Standard,Delivered
3100,3273,Royal Mail,2024-12-03,2024-12-04,Standard,Delivered
3101,3274,Yodel,2024-11-27,2024-11-28,Click & Collect,Delivered
3102,3275,Royal Mail,2025-05-06,2025-05-08,Standard,Delivered
3103,3276,Evri,2024-05-29,2024-05-30,Standard,Delivered
3104,3277,Royal Mail,2024-02-21,2024-02-22,Click & Collect,Delivered
3105,3278,Evri,2025-05-12,2025-05-14,Next Day,Delivered
3106,3279,Royal Mail,2025-11-04,2025-11-07,Click & Collect,Delivered
3107,3280,Evri,2024-07-13,2024-07-14,Standard,Delivered
3108,3281,Yodel,2024-09-21,2024-09-22,Click & Collect,Delayed
3109,3282,DPD,2024-03-27,2024-03-30,Standard,Delivered
3110,3283,Royal Mail,2025-11-06,2025-11-09,Standard,Delayed
3111,3284,DPD,2024-10-11,2024-10-14,Next Day,Delivered
3112,3285,Yodel,2025-08-08,2025-08-09,Click & Collect,Delayed
3113,3286,Royal Mail,2025-12-16,2025-12-17,Next Day,Delayed
3114,3287,DPD,2025-12-05,2025-12-07,Standard,In Transit
3115,3288,Royal Mail,2024-02-01,2024-02-02,Standard,Delivered
3116,3289,Evri,2024-05-23,2024-05-24,Click & Collect,Delivered
3117,3290,Evri,2025-12-04,,Next Day,Delivered
3118,3291,Evri,2024-08-01,2024-08-02,Standard,In Transit
3119,3292,Evri,2024-07-13,2024-07-15,Standard,Delivered
3120,3293,Yodel,2025-11-16,2025-11-20,Next Day,Delivered
3121,3294,Evri,2025-07-29,2025-08-01,Click & Collect,Delivered
3122,3295,Yodel,2025-12-19,2025-12-20,Standard,In Transit
3123,3296,Royal Mail,2024-03-09,2024-03-11,Click & Collect,Delivered
3124,3297,Evri,2024-12-08,2024-12-09,Standard,Delayed
3125,3298,Royal Mail,2025-03-30,2025-03-31,Standard,Delivered
3126,3299,Royal Mail,2024-05-18,2024-05-19,Standard,Delivered
3127,3300,Yodel,2024-12-20,2024-12-23,Next Day,Delivered
3128,3301,Evri,2024-10-05,2024-10-06,Standard,In Transit
3129,3302,Yodel,2024-05-17,2024-05-18,Standard,Delivered
3130,3303,Yodel,2024-04-07,,Standard,In Transit
3131,3304,Evri,2025-12-16,2025-12-17,Standard,Delivered
3132,3305,Evri,2024-01-21,2024-01-22,Next Day,In Transit
3133,3306,Royal Mail,2025-09-09,2025-09-10,Click & Collect,Delivered
3134,3308,Royal Mail,2024-10-09,2024-10-10,Standard,Delayed
3135,3309,Evri,2024-01-01,2024-01-02,Standard,In Transit
3136,3310,DPD,2025-11-10,2025-11-13,Standard,Delivered
3137,3311,Yodel,2024-02-24,2024-02-25,Click & Collect,Delivered
3138,3312,DPD,2024-05-12,2024-05-13,Standard,Delivered
3139,3313,Evri,2024-11-28,,Standard,Delivered
3140,3314,Evri,2024-05-30,2024-06-01,Click & Collect,Delivered
3141,3315,DPD,2024-06-30,,Click & Collect,Delayed
3142,3316,Royal Mail,2025-02-04,2025-02-05,Click & Collect,Delivered
3143,3317,Evri,2024-11-04,2024-11-06,Click & Collect,Delivered
3144,3318,Yodel,2025-03-22,2025-03-25,Standard,Delivered
3145,3319,Evri,2024-05-03,2024-05-05,Next Day,In Transit
3146,3320,Yodel,2024-11-28,2024-11-30,Next Day,Delivered
3147,3321,Yodel,2025-06-24,2025-06-26,Next Day,Delivered
3148,3322,Evri,2025-04-08,2025-04-11,Standard,Delivered
3149,3323,Royal Mail,2025-09-30,2025-10-01,Click & Collect,Delivered
3150,3324,Royal Mail,2024-02-02,2024-02-03,Next Day,Delivered
3151,3325,Yodel,2024-03-14,2024-03-16,Standard,Delivered
3152,3326,Royal Mail,2024-12-20,2024-12-21,Next Day,In Transit
3153,3327,Royal Mail,2024-04-19,2024-04-20,Next Day,Delivered
3154,3328,Evri,2024-10-29,2024-10-31,Standard,Delivered
3155,3329,Royal Mail,2024-02-21,2024-02-23,Next Day,Delivered
3156,3330,DPD,2025-05-17,2025-05-18,Standard,Delivered
3157,3331,Royal Mail,2024-03-23,2024-03-24,Standard,Delivered
3158,3332,DPD,2024-04-06,2024-04-09,Next Day,Delivered
3159,3333,Yodel,2024-05-23,2024-05-26,Next Day,Delivered
3160,3334,Yodel,2024-03-04,2024-03-05,Click & Collect,Delivered
3161,3335,Evri,2024-10-21,2024-10-24,Standard,Delayed
3162,3336,DPD,2024-09-02,2024-09-04,Next Day,Delivered
3163,3337,Royal Mail,2025-06-28,2025-06-29,Standard,Delayed
3164,3338,Royal Mail,2024-11-04,2024-11-05,Standard,Delivered
3165,3339,Royal Mail,2025-01-15,2025-01-17,Click & Collect,Delivered
3166,3340,Evri,2024-03-16,,Standard,In Transit
3167,3341,Yodel,2024-10-22,2024-10-23,Next Day,Delivered
3168,3342,Royal Mail,2025-02-06,2025-02-09,Click & Collect,Delivered
3169,3343,Royal Mail,2024-10-25,2024-10-27,Click & Collect,Delivered
3170,3345,Royal Mail,2025-11-06,2025-11-09,Standard,In Transit
3171,3346,Royal Mail,2024-06-03,2024-06-04,Click & Collect,Delivered
3172,3347,DPD,2025-10-02,2025-10-03,Click & Collect,Delayed
3173,3348,Royal Mail,2024-06-24,2024-06-25,Next Day,Delivered
3174,3349,Royal Mail,2024-09-06,2024-09-07,Standard,Delivered
3175,3350,Yodel,2024-01-19,2024-01-20,Click & Collect,Delayed
3176,3351,DPD,2025-06-19,2025-06-20,Standard,Delivered
3177,3352,DPD,2025-04-23,2025-04-24,Next Day,Delivered
